position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,CI_1.mzXML retention_time,CI_1.mzXML height,CI_1.mzXML mz,CI_10.mzXML retention_time,CI_10.mzXML height,CI_10.mzXML mz,CI_11.mzXML retention_time,CI_11.mzXML height,CI_11.mzXML mz,CI_13.mzXML retention_time,CI_13.mzXML height,CI_13.mzXML mz,CI_15.mzXML retention_time,CI_15.mzXML height,CI_15.mzXML mz,CI_16.mzXML retention_time,CI_16.mzXML height,CI_16.mzXML mz,CI_17.mzXML retention_time,CI_17.mzXML height,CI_17.mzXML mz,CI_18.mzXML retention_time,CI_18.mzXML height,CI_18.mzXML mz,CI_19.mzXML retention_time,CI_19.mzXML height,CI_19.mzXML mz,CI_20.mzXML retention_time,CI_20.mzXML height,CI_20.mzXML mz,CI_21.mzXML retention_time,CI_21.mzXML height,CI_21.mzXML mz,CI_22.mzXML retention_time,CI_22.mzXML height,CI_22.mzXML mz,CI_26.mzXML retention_time,CI_26.mzXML height,CI_26.mzXML mz,CI_27.mzXML retention_time,CI_27.mzXML height,CI_27.mzXML mz,CI_28.mzXML retention_time,CI_28.mzXML height,CI_28.mzXML mz,CI_29.mzXML retention_time,CI_29.mzXML height,CI_29.mzXML mz,CI_31.mzXML retention_time,CI_31.mzXML height,CI_31.mzXML mz,CI_32.mzXML retention_time,CI_32.mzXML height,CI_32.mzXML mz,CI_33.mzXML retention_time,CI_33.mzXML height,CI_33.mzXML mz,CI_34.mzXML retention_time,CI_34.mzXML height,CI_34.mzXML mz,CI_35.mzXML retention_time,CI_35.mzXML height,CI_35.mzXML mz,CI_36.mzXML retention_time,CI_36.mzXML height,CI_36.mzXML mz,CI_37.mzXML retention_time,CI_37.mzXML height,CI_37.mzXML mz,CI_38.mzXML retention_time,CI_38.mzXML height,CI_38.mzXML mz,CI_4.mzXML retention_time,CI_4.mzXML height,CI_4.mzXML mz,CI_5.mzXML retention_time,CI_5.mzXML height,CI_5.mzXML mz,CI_6.mzXML retention_time,CI_6.mzXML height,CI_6.mzXML mz,CI_8.mzXML retention_time,CI_8.mzXML height,CI_8.mzXML mz,CI_9.mzXML retention_time,CI_9.mzXML height,CI_9.mzXML mz,SP_CL_1_1.mzXML retention_time,SP_CL_1_1.mzXML height,SP_CL_1_1.mzXML mz,SP_CL_1_2.mzXML retention_time,SP_CL_1_2.mzXML height,SP_CL_1_2.mzXML mz,SP_CL_2_1.mzXML retention_time,SP_CL_2_1.mzXML height,SP_CL_2_1.mzXML mz,SP_CL_2_2.mzXML retention_time,SP_CL_2_2.mzXML height,SP_CL_2_2.mzXML mz,SP_CL_3_2.mzXML retention_time,SP_CL_3_2.mzXML height,SP_CL_3_2.mzXML mz
1171,#1171 696.8525@10.2993 MS1+,1,+,10.29925,802846.5940031125,1124610.6404946079,696.8525125254755,1369.7085251700069,"[M+2.01455]2 (M+2H), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,#1172 826.0373@10.2993 MS1+,1,+,10.29925,1466040.2130953285,1124610.6404946079,826.0372647372159,742.9792712167292,"[M+83.06037] (M+2ACN+H), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,#1173 686.3631@10.2993 MS1+,1,+,10.29925,682771.3503377899,1124610.6404946079,686.3631075345553,1348.729585405649,"[M+45.97844]2 (M+2Na), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,#1174 746.8796@10.2993 MS1+,1,+,10.29925,567958.1281779615,1124610.6404946079,746.8795674641927,1447.7807336490887,"[M+45.97844]2 (M+2Na), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,#1175 812.7177@10.2993 MS1+,1,+,10.29925,568368.4114504316,1124610.6404946079,812.7176654522235,811.708058870643,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,#1176 829.0203@10.2993 MS1+,1,+,10.29925,607085.4099566963,1124610.6404946079,829.0202990080181,2484.037518635214,"[M+3.02183]3 (M+3H), [M+25.00377]3 (M+2H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,#1177 301.1409@14.2680 MS1+,1,+,14.268033333333333,2.856454575045206E7,1294887.4104852094,301.1408628575942,278.151645475012,"[M+38.96316] (M+K), [M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,#1178 150.9689@0.4449 MS1+,1,+,0.4449133333333333,2.2134797177084867E7,2058622.8580518132,150.96888885498046,63.98850614954675,"[M+44.97116] (M+2Na-H), [2M+22.98922] (2M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,#1179 172.9924@0.4449 MS1+,1,+,0.4449133333333333,5157284.593917007,2058622.8580518132,172.99242699664572,154.9577272917799,"[M+18.03382]! (M+NH4), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,#1180 167.9716@0.4449 MS1+,1,+,0.4449133333333333,3477057.990254636,2058622.8580518132,167.97156594016334,149.93795329929813,"[M+42.03382] (M+ACN+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,#1181 421.2324@14.6663 MS1+,1,+,14.666316666666667,3.477349704364673E7,2252491.041887883,421.2324120016659,398.24321121964044,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,#1182 343.1312@14.6663 MS1+,1,+,14.666316666666667,1.0273149389456857E7,2252491.041887883,343.13124623018155,320.1419966798694,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,#1183 422.2357@14.6663 MS1+,1,+,14.666316666666667,6564319.149028814,2252491.041887883,422.23574649586396,399.24655109929347,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,#1184 325.2346@14.6663 MS1+,1,+,14.666316666666667,829881.962253713,2252491.041887883,325.2346219149503,302.24542198970175,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,#1185 235.1154@14.6663 MS1+,1,+,14.666316666666667,492388.6964224451,2252491.041887883,235.11544291178384,174.05152860188804,"[2M+64.01577] (2M+ACN+Na), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,#1186 401.0898@14.6663 MS1+,1,+,14.666316666666667,180652.56070862972,2252491.041887883,401.0898371157439,378.098971764598,"[M+61.06534] (M+IsoProp+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,#1187 155.0296@3.8570 MS1+,1,+,3.8570166666666665,2.2797403410316058E7,1168693.262253743,155.02960401965726,132.04138711827017,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,#1188 431.2249@3.8570 MS1+,1,+,3.8570166666666665,4685080.69292419,1168693.262253743,431.22488223805146,430.21763853634343,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,#1189 115.0391@3.8570 MS1+,1,+,3.8570166666666665,7493946.01468177,1168693.262253743,115.03907304651597,114.03184867155187,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,#1190 217.0020@3.8570 MS1+,1,+,3.8570166666666665,2256768.3852243833,1168693.262253743,217.0019629983341,215.9946352899529,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,#1191 203.0227@3.8570 MS1+,1,+,3.8570166666666665,1012917.636088121,1168693.262253743,203.0226806640625,139.00455456414795,"[M+18.03382]! (M+NH4), [M+64.01577] (M+ACN+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,#1192 232.9740@3.8570 MS1+,1,+,3.8570166666666665,966977.5059735114,1168693.262253743,232.97403941434973,188.00081901142485,"[M+44.97116] (M+2Na-H), [M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,#1193 231.0975@1.0999 MS1+,1,+,1.0999216666666667,2.0205952374730833E7,1635303.1407768766,231.09747942756204,230.09015255049403,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,#1194 196.0604@1.0999 MS1+,1,+,1.0999216666666667,694903.6712794128,1635303.1407768766,196.0604445513557,195.05313026931537,"[M+1.00728]! (M+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,#1195 161.0962@8.7723 MS1+,1,+,8.772283333333332,3039947.027608401,2312836.6779826987,161.09620890897864,128.061862314434,"[2M+38.96316] (2M+K), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,#1196 202.0920@8.7723 MS1+,1,+,8.772283333333332,311622.0570412007,2312836.6779826987,202.09195370144315,119.03041159144422,"[2M+38.96316] (2M+K), [M+83.06037] (M+2ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,#1197 834.4243@8.7723 MS1+,1,+,8.772283333333332,170017.42202932312,2312836.6779826987,834.4243113199869,833.4168344125976,"[M+1.00728]! (M+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,#1198 213.1097@8.7723 MS1+,1,+,8.772283333333332,3.2242705181015182E7,2312836.6779826987,213.1096581851735,190.1195768981018,"[M+1.00728]! (M+H), [M+22.98922] (M+Na), [M+84.05511] (M+IsoProp+Na+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,#1199 237.1451@0.9542 MS1+,1,+,0.954245,1.4584308E7,1150062.8803340578,237.14508684943704,109.55574809556703,"[2M+18.03382] (2M+NH4), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,#1200 203.1026@0.9542 MS1+,1,+,0.954245,1823422.2171968096,1150062.8803340578,203.10255477007698,101.04739650612507,"[2M+1.00728] (2M+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,#1201 134.0449@0.9542 MS1+,1,+,0.954245,810487.5814267122,1150062.8803340578,134.0448858087713,72.98141646916432,"[2M+38.96316] (2M+K), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,#1202 320.2558@14.5846 MS1+,1,+,14.58455,8966708.973231165,1651145.7894755392,320.2557800292969,556.4435190604895,"[M+39.97043]2 (M+H+K), [M+84.06765]2 (M+2ACN+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,#1203 273.1007@12.5678 MS1+,1,+,12.56775,1.4124924E7,798773.2082433001,273.10074929630053,240.06724648164635,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,#1204 317.1721@12.5678 MS1+,1,+,12.56775,7786495.423368076,798773.2082433001,317.17213350183823,316.16490308425244,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,#1205 306.1122@12.5678 MS1+,1,+,12.56775,5049524.759085894,798773.2082433001,306.1122283935547,305.10325460681156,"[M+61.06534] (M+IsoProp+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,#1206 383.2102@12.5678 MS1+,1,+,12.56775,2003518.25,798773.2082433001,383.21019744873047,350.1766727297739,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,#1207 274.1040@12.5678 MS1+,1,+,12.56775,1775707.625,798773.2082433001,274.10403173110063,241.07060554336346,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,#1208 275.0937@12.5678 MS1+,1,+,12.56775,2551140.005562201,798773.2082433001,275.0937284581801,242.0603520569473,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,#1209 305.1270@12.5678 MS1+,1,+,12.56775,1839170.3911982307,798773.2082433001,305.1269755643957,304.1183149749902,"[M+84.05511] (M+IsoProp+Na+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,#1210 257.0469@12.5678 MS1+,1,+,12.56775,1304008.1140035605,798773.2082433001,257.0468962698272,256.0396180641128,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,#1211 260.1249@12.5678 MS1+,1,+,12.56775,1083282.210762464,798773.2082433001,260.12491607666016,259.11766103986463,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,#1212 299.1616@12.5678 MS1+,1,+,12.56775,1525920.610850107,798773.2082433001,299.1616130155676,281.12776989450253,"[M+18.03382]! (M+NH4), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,#1213 296.2195@12.5678 MS1+,1,+,12.56775,1.145676823387709E7,798773.2082433001,296.2194761388442,263.18596838752296,"[M+33.03349] (M+CH3OH+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,#1214 297.1174@12.5678 MS1+,1,+,12.56775,659982.625,798773.2082433001,297.1173565204327,279.08424699003405,"[M+18.03382]! (M+NH4), [M+125.09419]2 (M+3ACN+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,#1215 161.0962@12.5678 MS1+,1,+,12.56775,1171271.4776480813,798773.2082433001,161.0961954453412,138.10577418458467,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,#1216 277.0941@12.5678 MS1+,1,+,12.56775,648509.9375,798773.2082433001,277.09405994415283,216.0266702676697,"[M+61.06534] (M+IsoProp+H), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,#1217 242.2113@12.5678 MS1+,1,+,12.56775,7559686.102007313,798773.2082433001,242.21134589700137,224.17708661215363,"[M+76.91904] (M+2K+H), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,#1218 143.0680@12.5678 MS1+,1,+,12.56775,452570.3850129463,798773.2082433001,143.06795247395834,125.03276525625344,"[M+18.03382]! (M+NH4), [2M+42.03382] (2M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,#1219 187.1482@12.5678 MS1+,1,+,12.56775,523533.25319961493,798773.2082433001,187.1482169858871,514.1482530490316,"[M+47.29857]3 (M+H+2Na), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,#1220 411.1690@12.5678 MS1+,1,+,12.56775,544151.8656297656,798773.2082433001,411.1689514160156,205.0788446385091,"[2M+1.00728] (2M+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,#1221 291.1563@12.5678 MS1+,1,+,12.56775,2296985.75,798773.2082433001,291.15631103515625,208.0956054952567,"[M+79.02122] (M+DMSO+H), [M+83.06037] (M+2ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,#1222 201.0862@12.5678 MS1+,1,+,12.56775,3312987.4105885243,798773.2082433001,201.08623010971968,178.09745070992292,"[M+22.98922] (M+Na), [M+83.06037] (M+2ACN+H), [M+1.00728]! (M+H), [M+79.02122] (M+DMSO+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,#1223 259.1216@12.5678 MS1+,1,+,12.56775,9488426.0,798773.2082433001,259.1215757482192,214.15519605341515,"[M+44.97116] (M+2Na-H), [M+22.98922] (M+Na), [M+1.00728]! (M+H), [M+76.91904] (M+2K+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,#1224 149.0708@7.5444 MS1+,1,+,7.544433333333333,1.412373E7,891816.0429659652,149.07083444034353,148.06365876272855,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,#1225 451.1644@13.0241 MS1+,1,+,13.024133333333333,2.1889771162427664E7,1318658.3923809486,451.16444666245405,450.15723287994024,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,#1226 454.1707@13.0241 MS1+,1,+,13.024133333333333,2908514.83168973,1318658.3923809486,454.170706356273,415.2074858667706,"[M+38.96316] (M+K), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,#1227 521.1377@13.0241 MS1+,1,+,13.024133333333333,1971449.902379209,1318658.3923809486,521.1377066153067,520.1305264717158,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,#1228 452.1679@13.0241 MS1+,1,+,13.024133333333333,4659113.7150718,1318658.3923809486,452.1679351806641,451.1606582584868,"[M+22.98922] (M+Na), [M+1.00728]! (M+H), [M+44.97116] (M+2Na-H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,#1229 455.1654@13.0241 MS1+,1,+,13.024133333333333,955952.264356116,1318658.3923809486,455.16539001464844,410.1964730780029,"[M+44.97116] (M+2Na-H), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,#1230 299.1616@13.7419 MS1+,1,+,13.7419,2.73156933283676E7,1820790.9245203251,299.1616040398093,276.1724575611213,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,#1231 300.1649@13.7419 MS1+,1,+,13.7419,4540167.825147165,1820790.9245203251,300.1649134018842,277.1757489716797,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
