position,name,ms_level,polarity,retention_time,height,area,mz,neutral_mass,adducts,p_value,quantitation_mass,CI_1.mzXML retention_time,CI_1.mzXML height,CI_1.mzXML mz,CI_10.mzXML retention_time,CI_10.mzXML height,CI_10.mzXML mz,CI_11.mzXML retention_time,CI_11.mzXML height,CI_11.mzXML mz,CI_13.mzXML retention_time,CI_13.mzXML height,CI_13.mzXML mz,CI_15.mzXML retention_time,CI_15.mzXML height,CI_15.mzXML mz,CI_16.mzXML retention_time,CI_16.mzXML height,CI_16.mzXML mz,CI_17.mzXML retention_time,CI_17.mzXML height,CI_17.mzXML mz,CI_18.mzXML retention_time,CI_18.mzXML height,CI_18.mzXML mz,CI_19.mzXML retention_time,CI_19.mzXML height,CI_19.mzXML mz,CI_20.mzXML retention_time,CI_20.mzXML height,CI_20.mzXML mz,CI_21.mzXML retention_time,CI_21.mzXML height,CI_21.mzXML mz,CI_22.mzXML retention_time,CI_22.mzXML height,CI_22.mzXML mz,CI_26.mzXML retention_time,CI_26.mzXML height,CI_26.mzXML mz,CI_27.mzXML retention_time,CI_27.mzXML height,CI_27.mzXML mz,CI_28.mzXML retention_time,CI_28.mzXML height,CI_28.mzXML mz,CI_29.mzXML retention_time,CI_29.mzXML height,CI_29.mzXML mz,CI_31.mzXML retention_time,CI_31.mzXML height,CI_31.mzXML mz,CI_32.mzXML retention_time,CI_32.mzXML height,CI_32.mzXML mz,CI_33.mzXML retention_time,CI_33.mzXML height,CI_33.mzXML mz,CI_34.mzXML retention_time,CI_34.mzXML height,CI_34.mzXML mz,CI_35.mzXML retention_time,CI_35.mzXML height,CI_35.mzXML mz,CI_36.mzXML retention_time,CI_36.mzXML height,CI_36.mzXML mz,CI_37.mzXML retention_time,CI_37.mzXML height,CI_37.mzXML mz,CI_38.mzXML retention_time,CI_38.mzXML height,CI_38.mzXML mz,CI_4.mzXML retention_time,CI_4.mzXML height,CI_4.mzXML mz,CI_5.mzXML retention_time,CI_5.mzXML height,CI_5.mzXML mz,CI_6.mzXML retention_time,CI_6.mzXML height,CI_6.mzXML mz,CI_8.mzXML retention_time,CI_8.mzXML height,CI_8.mzXML mz,CI_9.mzXML retention_time,CI_9.mzXML height,CI_9.mzXML mz,SP_CL_1_1.mzXML retention_time,SP_CL_1_1.mzXML height,SP_CL_1_1.mzXML mz,SP_CL_1_2.mzXML retention_time,SP_CL_1_2.mzXML height,SP_CL_1_2.mzXML mz,SP_CL_2_1.mzXML retention_time,SP_CL_2_1.mzXML height,SP_CL_2_1.mzXML mz,SP_CL_2_2.mzXML retention_time,SP_CL_2_2.mzXML height,SP_CL_2_2.mzXML mz,SP_CL_3_2.mzXML retention_time,SP_CL_3_2.mzXML height,SP_CL_3_2.mzXML mz
2958,#2958 240.1957@12.3947 MS1+,1,+,12.3947,2872560.9033279815,295717.3793461599,240.19568364760454,239.18841291488894,"[M+1.00728]! (M+H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,#2959 224.1256@11.3397 MS1+,1,+,11.339666666666666,583664.3125,42469.22374901563,224.1256415049235,223.11845253664143,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,#2960 367.2688@11.3397 MS1+,1,+,11.339666666666666,146511.0177383333,42469.22374901563,367.2688249860491,183.1283144258993,"[2M+1.00728] (2M+H), [M+42.03382] (M+ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,#2961 658.8083@9.5541 MS1+,1,+,9.554116666666665,528174.82647361,73653.59058363632,658.8082972935268,1315.6021669937222,"[M+2.01455]2 (M+2H), [M+23.99649]2 (M+H+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,#2962 311.1462@9.5623 MS1+,1,+,9.5623,870076.498090494,52486.637814064336,311.14624760068693,310.13692262920085,"[M+1.00728]! (M+H), [2M+1.00728] (2M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,#2963 134.0601@6.7463 MS1+,1,+,6.746283333333333,690921.3359869848,39032.84753254899,134.0601305961609,,,,134.0601305961609,6.752583333333333,546706.2851682516,134.06015014648438,6.7564,273757.9505470169,134.06004333496094,6.75665,253651.98943229986,134.06016540527344,6.759666666666666,180793.4116949602,134.0601043701172,6.731866666666666,290126.06239379453,134.0601348876953,6.7505500000000005,440192.9607536097,134.06005859375,6.7471000000000005,373875.8152022011,134.06007385253906,6.752566666666667,559733.8884028646,134.06015014648438,6.74475,571600.3792038934,134.0601348876953,6.761633333333333,281404.1618582406,134.0601043701172,6.7555,260071.2736470788,134.0601348876953,6.7467500000000005,388242.39624251047,134.06007385253906,,,,6.750533333333333,554131.8495332754,134.0601806640625,6.752750000000001,215379.2281580696,134.0599822998047,,,,6.75565,251080.8273683098,134.0601043701172,6.756833333333334,521041.83971292846,134.0601348876953,6.7353499999999995,580040.1875,134.06011962890625,6.7483,436014.6609323197,134.0601806640625,6.734816666666666,443160.63688986155,134.06019592285156,6.745433333333334,554046.7062835225,134.06011962890625,6.741233333333333,183200.52907115145,134.06021118164062,6.742383333333334,211309.5263781396,134.0601348876953,6.749783333333334,332446.39921634033,134.06008911132812,6.744383333333333,680329.058921726,134.0601806640625,6.736983333333333,350169.8129400761,134.06019592285156,6.7379999999999995,606699.7187482986,134.06015014648438,6.749933333333333,718222.6950225944,134.0601348876953,6.756483333333334,690921.3359869848,134.06016540527344,6.733483333333334,529195.0393452072,134.0601348876953,6.7550333333333334,577655.0452171783,134.06008911132812,6.7407,647874.627890701,134.06019592285156,6.751133333333333,580988.2091279225,134.06015014648438
2964,#2964 347.1252@13.8857 MS1+,1,+,13.885683333333333,1025078.9502188371,57383.965073471976,347.1252046472886,,,,347.1252046472886,13.881533333333334,731285.5616249152,347.125,13.879933333333334,749607.9324366618,347.1249084472656,13.891116666666667,715785.9042805053,347.1251220703125,13.878816666666667,953012.1226525668,347.1251525878906,13.876433333333333,1048165.8733469762,347.1251525878906,13.8807,807715.6801269322,347.12518310546875,13.878416666666668,796015.8125700413,347.12530517578125,13.863966666666666,579789.9311588481,347.12542724609375,13.8889,679476.1132860113,347.12506103515625,13.875366666666668,935222.1084455249,347.1252746582031,13.891333333333334,697555.7571423544,347.12518310546875,13.885683333333333,1025078.9502188371,347.1251525878906,13.872516666666666,693468.7510683874,347.1250305175781,13.869200000000001,754002.948938696,347.1252136230469,13.877016666666666,889594.9591382701,347.1250915527344,13.88655,1024070.3833234672,347.125244140625,13.888833333333334,850382.6572301022,347.1251220703125,13.869066666666667,800673.9808765445,347.1252746582031,13.889983333333333,579329.125,347.1253662109375,13.879850000000001,810510.7226276695,347.1253662109375,13.884233333333333,612214.525941099,347.12530517578125,13.886016666666666,836812.0935350459,347.12506103515625,13.8866,736650.2697030819,347.125244140625,13.868566666666668,810622.8511895619,347.1252746582031,13.88695,710308.4430321261,347.1254577636719,13.866733333333334,782757.3839584218,347.1252136230469,13.87815,916336.3179013617,347.1252136230469,13.869566666666666,680574.9063715975,347.1250305175781,13.872416666666668,780129.3328679232,347.1252136230469,13.873883333333334,815812.5950284572,347.1252746582031,13.8848,652815.3769125673,347.12530517578125,13.892016666666667,742542.6991965405,347.12518310546875,13.876316666666666,829255.4588265774,347.1253662109375,13.867116666666668,739723.4167063015,347.12518310546875
2965,#2965 369.1468@15.1986 MS1+,1,+,15.198633333333333,219190.4525461565,136188.82710142373,369.14683641706193,346.1577992467254,"[M+22.98922] (M+Na), [M+1.00728]! (M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,#2966 557.5889@10.0005 MS1+,1,+,10.000483333333333,377062.83326048916,33426.5106655123,557.5888977050781,556.5839650810547,"[M+1.00728]! (M+H), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,#2967 174.1490@10.0005 MS1+,1,+,10.000483333333333,421409.5680765181,33426.5106655123,174.14896821975708,173.14162552928997,"[M+1.00728]! (M+H), [M+22.98922] (M+Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,#2968 256.0999@10.0005 MS1+,1,+,10.000483333333333,51267.86087492052,33426.5106655123,256.0998840332031,108.57083836816406,"[2M+42.03382] (2M+ACN+H), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,#2969 143.1068@9.5256 MS1+,1,+,9.52555,890723.9170127326,83262.30615350086,143.10675964355468,129.09305202392576,"[M+84.05511] (M+IsoProp+Na+H), [2M+28.02312]2 (2M+3H2O+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,#2970 132.1296@1.9513 MS1+,1,+,1.9512833333333333,568245.6875,42806.14280310526,132.12960693359375,,,,132.12960693359375,1.9586333333333334,363254.7870373246,132.12945556640625,1.9549833333333335,167998.13370832923,132.12985229492188,2.0037166666666666,211714.78652249085,132.1291961669922,1.9731333333333334,495003.1499196051,132.12986755371094,1.9670333333333334,340584.11404363357,132.12928771972656,1.9991333333333332,520697.0207734337,132.1295928955078,,,,1.9672166666666666,587180.0741122608,132.1298828125,1.9739,403814.95679083315,132.12973022460938,1.9737333333333333,214570.02070466356,132.129150390625,1.9672833333333335,158294.59847003064,132.12924194335938,,,,1.9559833333333332,255389.98547018715,132.13002014160156,1.9747666666666668,450178.4395333383,132.12994384765625,1.9561833333333332,353573.6437948935,132.1295166015625,1.9715,189261.51784856114,132.12962341308594,1.96405,671861.8179766731,132.12985229492188,1.9606999999999999,599862.944957525,132.1299285888672,1.9512833333333333,568245.6875,132.129638671875,1.95715,274410.06660918065,132.1296844482422,,,,1.9701166666666665,398733.9830676524,132.13027954101562,,,,1.9742833333333332,362388.9426408584,132.129638671875,,,,1.9662333333333335,283580.38408963947,132.12918090820312,,,,,,,1.9620333333333333,424078.964786948,132.12930297851562,,,,1.9690166666666669,413118.1195524311,132.1295928955078,1.9635666666666665,227999.6760276817,132.1295623779297,,,,1.9631333333333332,357629.8895341278,132.129150390625
2971,#2971 154.0476@2.4200 MS1+,1,+,2.4199833333333336,2434768.2272029263,172383.12779998718,154.04758216594828,109.07411301974173,"[M+44.97116] (M+2Na-H), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,#2972 502.2873@8.1893 MS1+,1,+,8.189316666666667,448666.59963999875,83140.09185503291,502.2873209635417,231.65968245926922,"[M+38.96316] (M+K), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,#2973 303.1777@8.1893 MS1+,1,+,8.189316666666667,184541.6770245031,83140.09185503291,303.1776585732737,242.112548752213,"[2M+1.00728] (2M+H), [M+61.06534] (M+IsoProp+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,#2974 718.8605@8.1893 MS1+,1,+,8.189316666666667,168777.98164884278,83140.09185503291,718.8604781539352,700.826669847584,"[M+18.03382]! (M+NH4), [M+18.03382]! (M+NH4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,#2975 291.1523@13.5344 MS1+,1,+,13.534433333333334,1060551.2344601466,56386.18494335699,291.15233939034596,,,,291.15233939034596,,,,13.431999999999999,582864.7096539981,291.15228271484375,,,,13.531933333333335,585356.3440255697,291.1524353027344,,,,13.53355,588909.7430399103,291.1522521972656,,,,13.522316666666667,964329.4449180072,291.1524353027344,,,,13.427516666666666,796582.3940782333,291.1523742675781,,,,13.53875,452039.19210642634,291.1523132324219,13.426449999999999,754879.4009156143,291.1524963378906,,,,13.529666666666666,569556.120271013,291.15240478515625,13.433349999999999,553827.8542935831,291.15234375,,,,,,,13.42345,555666.4375,291.152099609375,,,,,,,,,,13.436733333333333,606774.1110799945,291.1524353027344,,,,,,,,,,,,,,,,,,,,,,,,,13.534083333333333,974271.1087545727,291.1521911621094,13.534433333333334,1060551.2344601466,291.15240478515625,13.527233333333333,829152.9933743761,291.15228271484375
2976,#2976 227.1642@11.1721 MS1+,1,+,11.172149999999998,807141.0460368925,94105.6411650608,227.1641812324524,194.13183067526515,"[M+44.97116] (M+2Na-H), [M+33.03349] (M+CH3OH+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,#2977 97.0077@1.2726 MS1+,1,+,1.2726316666666666,641730.5526699724,79261.97254851766,97.00766372680664,,,,97.00766372680664,,,,,,,,,,,,,,,,,,,,,,1.280635,641730.5526699724,97.00767517089844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2677266666666667,552141.75,97.00765228271484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,#2978 439.2525@9.9140 MS1+,1,+,9.914,1354631.1770280635,86643.11812306453,439.2525015166311,360.230647917007,"[M+79.02122] (M+DMSO+H), [M+45.97844]2 (M+2Na)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,#2979 574.2833@3.1320 MS1+,1,+,3.1320166666666664,507984.74888969644,63591.908260384174,574.2832737972861,286.6378612013662,"[M+1.00728]! (M+H), [2M+1.00728] (2M+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,#2980 173.0922@3.1320 MS1+,1,+,3.1320166666666664,621103.5705310212,63591.908260384174,173.09215910538384,221.09197049063772,"[M+18.03382]! (M+NH4), [M+125.09419]2 (M+3ACN+2H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,#2981 152.0998@3.1320 MS1+,1,+,3.1320166666666664,272829.2706617287,63591.908260384174,152.09983825683594,107.12818057495117,"[M+44.97116] (M+2Na-H), [M+79.02122] (M+DMSO+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,#2982 226.1234@1.5686 MS1+,1,+,1.568565,827754.1856689391,56168.0842056049,226.12337045108572,92.0460765779407,"[2M+42.03382] (2M+ACN+H), [M+83.06037] (M+2ACN+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,#2983 261.1306@13.9308 MS1+,1,+,13.930766666666667,905631.403433873,65189.335873396616,261.1305745442708,,,,261.1305745442708,,,,,,,,,,,,,,,,,,,13.927933333333334,905631.403433873,261.1305847167969,,,,13.938583333333334,685172.1170044203,261.1305847167969,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.940366666666668,532505.875,261.13055419921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,#2984 164.0918@7.8380 MS1+,1,+,7.838033333333333,655712.6365126754,51197.35281265324,164.09181382921008,,,,164.09181382921008,7.835883333333333,610522.4837251197,164.09182739257812,,,,,,,,,,,,,,,,,,,,,,7.8476,655712.6365126754,164.09176635742188,,,,,,,,,,,,,7.850066666666667,566398.6102540147,164.09188842773438,,,,,,,,,,,,,7.843566666666666,532520.8125,164.09178161621094,,,,,,,,,,,,,,,,,,,,,,,,,7.838016666666666,543224.0083806763,164.09173583984375,7.84655,667741.287293544,164.09181213378906,7.847533333333333,573513.6037306472,164.09182739257812,7.8392333333333335,594449.0058462793,164.09182739257812,,,,,,,7.8415333333333335,631745.5067285991,164.09185791015625
2985,#2985 622.4217@14.1049 MS1+,1,+,14.10485,330780.291023853,45856.38878803806,622.421724207261,538.3688784773285,"[M+61.06534] (M+IsoProp+H), [M+84.05511] (M+IsoProp+Na+H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,#2986 199.1805@2.8736 MS1+,1,+,2.8736,3070808.052942417,158561.50932519027,199.18049392700195,,,,199.18049392700195,,,,2.8857333333333335,1168765.4981181342,199.1804962158203,2.8843166666666664,1024772.253907666,199.18051147460938,,,,,,,2.878616666666667,1318793.9560614338,199.1804962158203,2.88215,791702.8785133157,199.18052673339844,,,,2.8754666666666666,549508.6130817947,199.1804656982422,2.8772333333333333,687541.337725354,199.18048095703125,2.8714500000000003,745754.6419837101,199.18040466308594,2.8736,3070808.052942417,199.1804656982422,,,,2.8803,580918.2208220937,199.18055725097656,2.8847666666666667,614885.65429842,199.1804656982422,,,,,,,,,,2.87635,525000.6875,199.18043518066406,,,,2.8838,624300.4171265239,199.18055725097656,,,,,,,2.89935,619629.4123318677,199.18055725097656,2.880933333333333,757900.1001533808,199.1804656982422,2.86955,1410639.4746793625,199.1804962158203,2.8739833333333333,851110.5719120783,199.18057250976562,2.8868500000000004,584924.3924164174,199.1804962158203,,,,2.8877499999999996,657415.3424719064,199.18051147460938,2.8696166666666665,685505.1596238171,199.1804656982422,,,,2.8923166666666664,554311.775680075,199.18045043945312,,,
2987,#2987 218.1750@6.4413 MS1+,1,+,6.4412666666666665,1520563.2363844428,75283.24248497764,218.17504389145796,,,,218.17504389145796,6.4454,176995.74774902698,218.17503356933594,6.429133333333334,265470.3105010538,218.1750030517578,6.44815,191947.77443750907,218.17515563964844,6.45365,302576.7895363741,218.17503356933594,6.453233333333333,202051.31540030104,218.17498779296875,6.4477166666666665,175097.6875449551,218.1751251220703,6.4409,263356.3169174986,218.17503356933594,6.446933333333333,235813.98502627318,218.17498779296875,6.439766666666667,230338.10376191715,218.175048828125,6.456066666666667,185705.9523022907,218.17514038085938,6.4508833333333335,213852.62036367992,218.17495727539062,6.438983333333334,253497.1980014267,218.17483520507812,6.44445,199720.57070852796,218.17510986328125,6.444333333333334,252332.5789495434,218.17507934570312,6.446516666666667,219011.37759399257,218.175048828125,6.4412666666666665,1520563.2363844428,218.175048828125,6.447633333333333,131946.99246475365,218.1751708984375,6.4512,182552.97444873743,218.17507934570312,6.454316666666667,158784.140625,218.17491149902344,6.4424,161638.4585085231,218.17481994628906,6.428733333333333,217490.2487381755,218.17514038085938,6.4402,216966.17043305837,218.17495727539062,6.43365,167687.59089278217,218.1752471923828,6.436566666666667,258747.91312813773,218.1751251220703,6.444833333333333,183263.33079375586,218.1750946044922,6.4394,278801.06974962744,218.17507934570312,6.430283333333334,257939.30179096473,218.17510986328125,6.435083333333334,252805.92732035276,218.1749725341797,6.444266666666667,253164.2629024146,218.17501831054688,6.453883333333334,328558.9621780574,218.17515563964844,6.427483333333333,485906.84551946115,218.17510986328125,6.440933333333334,380808.21371941606,218.17498779296875,6.4355166666666666,284591.3744753777,218.17489624023438,6.4450666666666665,324924.7417423356,218.17498779296875
2988,#2988 1006.9785@9.0844 MS1+,1,+,9.084416666666668,537048.6346578402,35619.18542951973,1006.9785400390625,,,,1006.9785400390625,9.074383333333333,373814.13036489114,1006.9788818359375,,,,,,,,,,,,,,,,9.092933333333333,340016.27848516614,1006.9788208007812,,,,,,,,,,,,,,,,,,,,,,,,,9.0937,206894.97112547397,1006.9779052734375,9.084416666666668,544221.9836008828,1006.9779052734375,,,,9.097833333333334,439061.59375,1006.9775390625,,,,,,,,,,9.081616666666667,334138.09126739134,1006.9788818359375,,,,,,,,,,,,,9.090283333333334,537048.6346578402,1006.97802734375,,,,,,,9.072616666666667,210696.44858708483,1006.9786376953125,,,,9.086333333333332,178976.8646454404,1006.9818115234375,9.099566666666668,272570.09367715206,1006.9769897460938
2989,#2989 333.1518@6.6299 MS1+,1,+,6.629916666666667,3387255.966362667,204189.22637072665,333.1517522475299,294.18830011497585,"[M+1.00728]! (M+H), [M+38.96316] (M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,#2990 692.0031@9.2792 MS1+,1,+,9.279183333333332,512380.78125,46619.83629168313,692.0030708312988,,,,692.0030708312988,9.277633333333334,436525.555777482,692.0039672851562,9.244716666666667,358633.2327638075,692.00244140625,9.2789,426224.009544703,692.00341796875,9.298216666666667,173937.35161229933,692.003173828125,,,,,,,9.243883333333335,244251.35669786477,692.0037231445312,,,,,,,,,,,,,,,,,,,,,,,,,9.243766666666666,411145.792224735,692.0026245117188,9.23565,295438.09221495985,692.0018920898438,,,,9.279183333333332,512380.78125,692.0025634765625,,,,,,,,,,,,,9.2867,446908.1312082558,692.0028686523438,9.237166666666667,401962.93314216123,692.0043334960938,9.235133333333332,297400.25493359537,692.0017700195312,,,,,,,9.243633333333333,294613.8253744721,692.0042724609375,,,,9.276666666666667,411325.27957244084,692.0022583007812,9.28365,450397.22462277295,692.0032348632812,9.239849999999999,220926.0773075419,692.0026245117188,9.275233333333334,512563.8194538985,692.0039672851562
2991,#2991 405.1675@3.2590 MS1+,1,+,3.2590333333333334,378731.53667240427,23990.524478494783,405.167468600803,183.10451673006526,"[2M+22.98922] (2M+Na), [2M+38.96316] (2M+K)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,#2992 678.6493@10.1606 MS1+,1,+,10.160583333333333,734868.4593649529,46098.653708488106,678.6493433902139,,,,678.6493433902139,10.178133333333333,529660.8092358548,678.6493530273438,,,,,,,10.152216666666668,445066.7674555218,678.6489868164062,,,,,,,10.1695,649584.3373885716,678.6492309570312,,,,10.16615,508458.9945556194,678.6489868164062,10.166066666666667,547228.8836490376,678.6492309570312,,,,,,,10.159600000000001,584911.9116791758,678.64892578125,10.156283333333333,324828.41588789615,678.6490478515625,10.1608,530635.974118948,678.6493530273438,10.170833333333333,348545.4467400648,678.6488647460938,10.168283333333333,474114.5220723765,678.6493530273438,10.1745,593118.2820000012,678.6494140625,10.1557,457322.46875,678.6497802734375,10.152933333333333,563580.5000970431,678.6497192382812,,,,10.139199999999999,238373.5241195098,678.6500244140625,10.160583333333333,734868.4593649529,678.649658203125,,,,10.156933333333335,637563.0333238055,678.6497192382812,10.161266666666668,425121.29911055084,678.649169921875,,,,,,,,,,,,,10.151399999999999,424614.7856482568,678.6491088867188,,,,10.16595,521117.0476023469,678.6495971679688,,,
2993,#2993 465.2218@6.6592 MS1+,1,+,6.659166666666667,499342.40625,26760.242122863885,465.22184099469865,,,,465.22184099469865,,,,,,,6.65345,187307.29765955653,465.2219543457031,,,,6.6559,199661.22310335204,465.2214050292969,,,,6.669983333333334,243522.34799515927,465.2212219238281,,,,6.668,194509.4068043498,465.2218933105469,,,,,,,,,,,,,,,,,,,6.667783333333333,188746.78286754855,465.2221374511719,6.6521833333333324,381289.5578203129,465.22174072265625,,,,6.659166666666667,499342.40625,465.221435546875,,,,6.657866666666666,262411.11576868716,465.2221374511719,6.6687,121944.27687390988,465.2218933105469,6.665516666666666,333643.4858247143,465.22235107421875,,,,,,,6.6684,119201.242435441,465.2222900390625,,,,6.661716666666666,262707.3430354439,465.2215881347656,,,,,,,,,,,,,6.664666666666666,209790.3338665846,465.2218322753906,6.649816666666666,108928.52240689684,465.2218933105469
2994,#2994 156.0632@1.5985 MS1+,1,+,1.59852,1649498.2783248988,103535.1648603435,156.0631806344697,,,,156.0631806344697,,,,1.59624,538987.6852603367,156.06321716308594,1.5938083333333333,618242.4744973981,156.06320190429688,1.5884133333333332,524336.7010853216,156.06317138671875,1.5810316666666668,472895.8033109531,156.0631561279297,1.5917666666666668,703336.1646128469,156.06314086914062,1.5922933333333333,476567.4935461571,156.0631561279297,1.5808166666666668,502929.2005160846,156.0631866455078,1.5903416666666668,544628.6293214257,156.06317138671875,1.590315,491988.8308061952,156.06321716308594,1.5838366666666666,573449.0597106047,156.0631561279297,1.5842666666666667,428922.03309079265,156.06326293945312,1.5941966666666665,600869.230668914,156.063232421875,1.5890616666666666,541153.1091835022,156.0631866455078,1.595095,505118.775437094,156.0631561279297,1.5860100000000001,470267.7234278003,156.0631561279297,1.6039649999999999,613023.9671585854,156.06317138671875,1.6028366666666665,465895.86482130946,156.0631866455078,1.5911083333333333,496234.125,156.06317138671875,1.59689,570557.1707924088,156.06307983398438,1.59852,1649498.2783248988,156.0631561279297,1.58555,574354.6229452256,156.06317138671875,1.5824066666666667,488956.2485376982,156.06321716308594,1.5910716666666667,521085.18401561974,156.06326293945312,1.5959316666666665,524378.4305944466,156.06317138671875,1.5828633333333333,481688.1279243765,156.06317138671875,1.5932416666666667,530453.86767643,156.06320190429688,1.5991416666666667,376484.39226441726,156.06324768066406,1.6033350000000002,558744.6782632908,156.06320190429688,1.5928233333333333,403397.6507423393,156.06312561035156,1.5842783333333335,453814.98493600544,156.06314086914062,1.5881466666666666,357748.1363305228,156.06317138671875,1.581,511919.5713792959,156.06317138671875,1.5794083333333333,466683.1262556354,156.06317138671875
